topic_id,type,stem,is_active,explanation_eli5,explanation_l1_points,explanation_points_by_option,explanation_l2,options,correct_answer,created_at,updated_at
bb11c716-0a43-4ade-951c-2dcf64b03513,MCQ,A 68-year-old woman with rheumatoid arthritis on methotrexate develops mouth ulcers and pancytopenia a week after being prescribed trimethoprim for a UTI. What is the most appropriate immediate treatment?,True,Two medicines blocked the same vitamin pathway and shut down her bone marrow. Stop them now and give the active folate antidote (folinic acid).,[],"{""0"": [""Concurrent methotrexate and trimethoprim cause profound antifolate toxicity, so stop both and give folinic acid (calcium folinate) rescue immediately.""], ""1"": [""Vitamin B12 treats true B12 deficiency, not antifolate methotrexate toxicity.""], ""2"": [""Exchange transfusion has no role in reversing drug-induced bone marrow suppression from antifolate toxicity.""], ""3"": [""Plain folic acid will not overcome dihydrofolate reductase inhibition acutely and does not address the interacting drugs.""], ""4"": [""G-CSF alone may raise neutrophils but does not reverse the antifolate mechanism or treat mucositis and pancytopenia.""]}","Methotrexate and trimethoprim both inhibit dihydrofolate reductase, leading to additive antifolate toxicity with mucositis and pancytopenia. Immediate management is to stop both drugs and give folinic acid (calcium folinate) rescue, which bypasses the enzyme blockade. Folic acid is not effective for acute methotrexate toxicity. Supportive care (fluids, infection prophylaxis, and possibly G-CSF) may be needed after folinic rescue. The BNF advises avoiding this drug combination and using folinic acid in toxicity.","[""Give calcium folinate (folinic acid) rescue and stop both drugs"", ""Give vitamin B12 injections"", ""Exchange transfusion"", ""Start folic acid 5 mg only"", ""Start G-CSF only""]",0,2025-09-16T09:56:57Z,2025-09-16T09:56:57Z
bb11c716-0a43-4ade-951c-2dcf64b03513,MCQ,A 45-year-old man with ulcerative colitis develops pancytopenia 3 weeks after starting azathioprine. Which baseline test could have predicted this risk?,True,Some people lack an enzyme (TPMT) that safely handles azathioprine. Testing it first can prevent dangerous low blood counts.,[],"{""0"": [""DPD testing predicts toxicity from 5‑fluorouracil/capecitabine, not azathioprine.""], ""1"": [""HLA-B*57:01 screens for abacavir hypersensitivity, not thiopurine myelosuppression.""], ""2"": [""G6PD deficiency predisposes to oxidant drug haemolysis, not azathioprine-induced pancytopenia.""], ""3"": [""Low TPMT activity/genotype predicts severe myelosuppression with azathioprine and should be checked pre‑treatment.""], ""4"": [""JAK2 testing is for myeloproliferative neoplasms, not thiopurine toxicity risk.""]}","Thiopurines (azathioprine/6‑mercaptopurine) are inactivated by TPMT; low TPMT activity leads to accumulation of cytotoxic metabolites and marrow suppression. Baseline TPMT activity or genotype helps predict and prevent severe myelosuppression by guiding dose or avoidance. DPD testing pertains to fluoropyrimidines, and HLA‑B*57:01 to abacavir, so they are unrelated here. G6PD relates to haemolysis risk with oxidant drugs, not thiopurines. BSG IBD guidance and the BNF recommend TPMT testing before starting azathioprine.","[""DPD activity"", ""HLA-B*57:01 typing"", ""G6PD level"", ""TPMT activity/genotype"", ""JAK2 mutation""]",3,2025-09-16T09:56:57Z,2025-09-16T09:56:57Z
bb11c716-0a43-4ade-951c-2dcf64b03513,MCQ,"A 29-year-old woman has photosensitive rash, oral ulcers and arthralgia. FBC shows pancytopenia. Which autoantibody test would most support the suspected diagnosis?",True,These symptoms fit lupus. Anti‑dsDNA is the antibody that most strongly supports lupus.,[],"{""0"": [""Anti‑dsDNA is relatively specific for SLE and supports the diagnosis given photosensitivity, oral ulcers, arthralgia and cytopenias.""], ""1"": [""Anti‑tissue transglutaminase indicates coeliac disease, not SLE.""], ""2"": [""Anti‑CCP is associated with rheumatoid arthritis, not SLE in this context.""], ""3"": [""Anti‑centromere antibodies point to limited cutaneous systemic sclerosis, not SLE.""], ""4"": [""Anti‑mitochondrial antibodies are characteristic of primary biliary cholangitis, not SLE.""]}","This vignette suggests SLE: photosensitive rash, oral ulcers, arthralgia and pancytopenia. Anti‑dsDNA antibodies are relatively specific for SLE and correlate with disease activity, especially renal involvement. While ANA is most sensitive, anti‑dsDNA provides stronger supportive evidence here. The other antibodies listed relate to different autoimmune conditions.","[""Anti-dsDNA antibodies"", ""Anti–tissue transglutaminase antibodies"", ""Anti-CCP antibodies"", ""Anti-centromere antibodies"", ""Anti-mitochondrial antibodies""]",0,2025-09-16T09:56:57Z,2025-09-16T09:56:57Z
bb11c716-0a43-4ade-951c-2dcf64b03513,MCQ,A 28-year-old woman at 20 weeks’ gestation presents with fatigue and glossitis. FBC shows pancytopenia with MCV 110 fL. Serum folate is low; B12 is normal. What is the most appropriate treatment?,True,"She is low in folate, not B12 or iron. Give folic acid tablets daily to correct the anaemia.",[],"{""0"": [""B12 is normal, so IM hydroxocobalamin is unnecessary and inappropriate.""], ""1"": [""The picture is megaloblastic anaemia from folate deficiency, not iron deficiency.""], ""2"": [""Folate deficiency in pregnancy is treated with folic acid 5 mg daily once B12 deficiency is excluded.""], ""3"": [""Untreated folate deficiency risks maternal anaemia and fetal neural tube defects, so treatment should not be delayed.""], ""4"": [""Steroids do not treat nutritional megaloblastic anaemia.""]}","Macrocytosis with low serum folate and normal B12 in pregnancy indicates folate deficiency megaloblastic anaemia. Management is folic acid 5 mg daily, typically for at least 4 months or until haematological recovery. It is essential to confirm B12 status first to avoid masking neurological injury from B12 deficiency. Iron would not correct a megaloblastic picture, and observation alone risks complications. This approach aligns with BNF recommendations in pregnancy.","[""IM hydroxocobalamin"", ""Oral ferrous sulphate"", ""Folic acid 5 mg daily"", ""Observation until postpartum"", ""Prednisolone""]",2,2025-09-16T09:56:57Z,2025-09-16T09:56:57Z
bb11c716-0a43-4ade-951c-2dcf64b03513,MCQ,A 64-year-old man receiving induction chemotherapy for AML has recurrent profound neutropenia after cycles. Which agent is used to stimulate neutrophil recovery?,True,A growth factor injection (G‑CSF) helps the bone marrow make neutrophils faster. This shortens the time he is dangerously low in white cells.,[],"{""0"": [""Filgrastim (G‑CSF) stimulates neutrophil production and shortens post‑chemotherapy neutropenia.""], ""1"": [""Hydroxycarbamide suppresses marrow function and would worsen neutropenia.""], ""2"": [""Prednisolone is not used to restore neutrophils after chemotherapy.""], ""3"": [""Erythropoietin raises red cells, not neutrophils.""], ""4"": [""Romiplostim increases platelets, not neutrophils.""]}","Chemotherapy for AML often causes profound neutropenia; G‑CSF (e.g., filgrastim) can be used to hasten neutrophil recovery and reduce infection risk. It is used as secondary prophylaxis or to aid recovery after repeated neutropenic episodes. Hydroxycarbamide is cytoreductive and would lower counts further. Erythropoietin and romiplostim target red cells and platelets, respectively. Use is in line with BSH guidance on G‑CSF use in oncology.","[""Filgrastim (G-CSF)"", ""Hydroxycarbamide"", ""Prednisolone"", ""Erythropoietin"", ""Romiplostim""]",0,2025-09-16T09:56:57Z,2025-09-16T09:56:57Z
bb11c716-0a43-4ade-951c-2dcf64b03513,MCQ,A 40-year-old man reports passing dark urine in the mornings and has had a hepatic vein thrombosis previously. FBC shows pancytopenia and LDH is raised. What is the most appropriate diagnostic test?,True,"This disease makes blood cells lack protective proteins, so they break down. A special flow test looks for missing CD55/CD59 to confirm it.",[],"{""0"": [""The Ham test is obsolete and less sensitive than modern flow cytometry for PNH.""], ""1"": [""JAK2 testing is for myeloproliferative neoplasms, not PNH.""], ""2"": [""Flow cytometry showing loss of CD55/CD59 on blood cells confirms PNH.""], ""3"": [""A direct antiglobulin test detects autoimmune haemolysis, not complement‑mediated PNH.""], ""4"": [""Osmotic fragility testing diagnoses hereditary spherocytosis, not PNH.""]}","Paroxysmal nocturnal haemoglobinuria presents with intravascular haemolysis (dark morning urine), cytopenias and thrombosis at unusual sites (e.g., hepatic veins). The diagnostic test is flow cytometry demonstrating deficiency of GPI‑anchored complement regulators (CD55/CD59) on granulocytes and red cells; FLAER can also be used. The Ham test is historical and no longer recommended. JAK2 relates to myeloproliferative disorders, and Coombs testing detects immune, not PNH, haemolysis. This approach aligns with BSH PNH guidelines.","[""Ham test"", ""JAK2 mutation analysis"", ""Flow cytometry for CD55/CD59 on blood cells"", ""Direct antiglobulin (Coombs) test"", ""Osmotic fragility test""]",2,2025-09-16T09:56:57Z,2025-09-16T09:56:57Z
bb11c716-0a43-4ade-951c-2dcf64b03513,MCQ,A 54-year-old man with CLL on fludarabine presents with symptomatic anaemia (Hb 66 g/L) and requires transfusion. Which blood component modification is indicated?,True,"After fludarabine, normal donor white cells in blood can attack the patient. Using irradiated blood switches off those donor cells and makes transfusion safer.",[],"{""0"": [""Group O negative blood is for emergencies when the group is unknown, not routinely for CLL patients.""], ""1"": [""HLA matching applies to platelets for refractory cases, not to red cells here.""], ""2"": [""Washed red cells are for severe recurrent allergic reactions or IgA deficiency, not purine analogue therapy.""], ""3"": [""Leucodepleted components are CMV-safe; the key need after fludarabine is irradiation, not CMV-negative alone.""], ""4"": [""Purine analogues like fludarabine require irradiated blood to prevent transfusion‑associated graft‑versus‑host disease.""]}","Fludarabine is a purine analogue that causes profound T‑cell immunosuppression, increasing the risk of transfusion‑associated graft‑versus‑host disease. To prevent this, patients must receive irradiated cellular blood components. CMV‑negative units are not routinely required in CLL because universal leucodepletion provides CMV safety in most adults. HLA matching is a platelet, not red cell, consideration. This reflects BSH guidance on the use of irradiated blood components.","[""Group O negative red cells"", ""HLA-matched red cells"", ""Washed red cells"", ""CMV-negative red cells only"", ""Irradiated red cells""]",4,2025-09-16T09:56:57Z,2025-09-16T09:56:57Z
bb11c716-0a43-4ade-951c-2dcf64b03513,MCQ,"A 62-year-old woman with newly diagnosed AML is about to start induction chemotherapy. She has bulky disease, urate is elevated and eGFR is mildly reduced. What is the most appropriate tumour lysis prophylaxis?",True,Her cancer cells may burst and flood the blood with waste. Fluids and rasburicase help clear the uric acid quickly to protect the kidneys.,[],"{""0"": [""Diuretics do not prevent tumour lysis and can worsen renal perfusion.""], ""1"": [""High‑risk tumour lysis needs IV hydration plus rasburicase to rapidly break down uric acid.""], ""2"": [""She is high risk (bulky AML, high urate, reduced eGFR) and definitely needs prophylaxis.""], ""3"": [""Allopurinol alone is insufficient in high‑risk disease and does not reduce existing uric acid.""], ""4"": [""Urinary alkalinisation is not recommended due to xanthine precipitation and renal risk.""]}","Bulky AML, raised urate and impaired renal function indicate high risk for tumour lysis syndrome. Prophylaxis should be aggressive IV hydration plus rasburicase, which rapidly degrades uric acid already present. Allopurinol only blocks new uric acid formation and is inadequate for high‑risk patients. Urinary alkalinisation is no longer recommended due to the risk of xanthine crystallisation and worsening renal function. This strategy is consistent with BSH tumour lysis syndrome guidance.","[""Loop diuretics"", ""Rasburicase with IV fluids"", ""No prophylaxis needed"", ""Allopurinol alone"", ""Urinary alkalinisation with sodium bicarbonate""]",1,2025-09-16T09:56:57Z,2025-09-16T09:56:57Z
bb11c716-0a43-4ade-951c-2dcf64b03513,MCQ,A 43-year-old vegan with paraesthesia has a blood film showing macro-ovalocytes and hypersegmented neutrophils. Which additional laboratory finding is most likely?,True,Low B12 makes the bone marrow produce faulty red cells that break down early. This raises LDH and bilirubin in the blood.,[],"{""0"": [""B12 deficiency causes macrocytosis, not microcytosis.""], ""1"": [""Haptoglobin typically falls in haemolysis and ineffective erythropoiesis, rather than rises.""], ""2"": [""Methylmalonic acid is raised in B12 deficiency, not low.""], ""3"": [""Ineffective erythropoiesis in B12 deficiency causes intramedullary haemolysis with raised LDH and indirect bilirubin.""], ""4"": [""LDH increases in megaloblastic anaemia due to high cell turnover.""]}","A vegan diet and neurological symptoms point to vitamin B12 deficiency causing megaloblastic anaemia, with macro‑ovalocytes and hypersegmented neutrophils on film. Ineffective erythropoiesis leads to intramedullary haemolysis, raising LDH and unconjugated bilirubin; haptoglobin is often low. Methylmalonic acid is typically elevated in B12 deficiency, distinguishing it from folate deficiency. The overall picture explains the biochemical haemolysis markers despite a non‑immune mechanism.","[""Microcytosis"", ""Raised haptoglobin"", ""Low methylmalonic acid"", ""Raised indirect bilirubin and LDH"", ""Low LDH""]",3,2025-09-16T09:56:57Z,2025-09-16T09:56:57Z
bb11c716-0a43-4ade-951c-2dcf64b03513,MCQ,A 50-year-old man with newly identified pancytopenia is awaiting haematology review next week. What safety-netting advice is most appropriate?,True,"With low white cells, even a small infection can become dangerous fast. If you get a fever of 38°C or more, go to hospital straight away.",[],"{""0"": [""Exercise restriction is unnecessary unless symptoms dictate and does not address infection risk.""], ""1"": [""Empirical iron is unhelpful and could be harmful without a diagnosis.""], ""2"": [""Pancytopenia often includes neutropenia, so fever ≥38°C needs urgent ED review for possible neutropenic sepsis.""], ""3"": [""Infection vigilance is essential because neutropenia can rapidly become life‑threatening.""], ""4"": [""Vaccination is not urgent and live vaccines may be unsafe if immunosuppressed or neutropenic.""]}","Pancytopenia can include neutropenia with a high risk of severe infection. Patients should be advised to attend the emergency department urgently if they develop a fever of 38°C or higher or any signs of infection, as neutropenic sepsis requires immediate antibiotics (NICE neutropenic sepsis guidance). Empirical iron and unnecessary activity restriction are not helpful. Vaccinations, particularly live vaccines, should be deferred until haematology review clarifies immune status.","[""Avoid all exercise until review"", ""Start over-the-counter iron supplements"", ""Attend ED urgently if you develop fever ≥38°C or signs of infection"", ""No special precautions needed"", ""Obtain routine vaccines at the pharmacy tomorrow""]",2,2025-09-16T09:56:57Z,2025-09-16T09:56:57Z
